  UID   PID  PPID   C STIME   TTY           TIME CMD
    0 64603     1   0  9:36PM ??         0:01.53 /usr/sbin/WirelessRadioManagerd
  501 64604     1   0  9:36PM ??         0:21.95 /usr/libexec/replayd
    0 64605     1   0  9:36PM ??         0:00.37 /System/Library/PrivateFrameworks/TVIdleServices.framework/idleassetsd
    0 64610     1   0  9:36PM ??         0:00.05 /usr/libexec/online-auth-agent
  501 64611     1   0  9:36PM ??         0:00.50 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
    0 64612     1   0  9:36PM ??         0:00.53 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
  501 64615     1   0  9:36PM ??         0:00.24 /usr/libexec/dmd
  501 64616     1   0  9:36PM ??         0:00.09 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
  501 64617     1   0  9:36PM ??         0:00.58 /System/Library/PrivateFrameworks/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper
  501 64618     1   0  9:36PM ??         0:03.94 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
  501 64619     1   0  9:36PM ??         0:01.57 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  501 64620     1   0  9:36PM ??         0:00.46 /usr/libexec/secinitd
  205 64621     1   0  9:36PM ??         0:00.84 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  262 64622     1   0  9:36PM ??         0:00.69 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
    0 64623     1   0  9:36PM ??         0:01.66 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
    0 64624     1   0  9:36PM ??         0:00.04 /usr/libexec/secinitd
  205 64625     1   0  9:36PM ??         0:00.04 /usr/libexec/secinitd
  262 64626     1   0  9:36PM ??         0:00.04 /usr/libexec/secinitd
  205 64627     1   0  9:36PM ??         0:00.03 /usr/sbin/cfprefsd agent
    0 64628     1   0  9:36PM ??         0:00.05 /usr/libexec/containermanagerd_system --runmode=privileged --user-container-mode=current --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none
  262 64629     1   0  9:36PM ??         0:00.04 /usr/sbin/cfprefsd agent
  205 64630     1   0  9:36PM ??         0:00.12 /usr/libexec/trustd --agent
  262 64631     1   0  9:36PM ??         0:00.13 /usr/libexec/trustd --agent
    0 64632     1   0  9:36PM ??         0:00.03 /usr/libexec/trustdFileHelper
  205 64633     1   0  9:36PM ??         0:00.04 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
  262 64634     1   0  9:36PM ??         0:00.04 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
  501 64635     1   0  9:36PM ??         0:10.62 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/BiomeAgent
  501 64645     1   0  9:36PM ??         0:00.03 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
  501 64646     1   0  9:36PM ??         0:00.10 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  501 64647     1   0  9:36PM ??         0:01.00 /usr/libexec/pkd
  501 64648     1   0  9:36PM ??         0:00.17 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/CarbonComponentScannerXPC.xpc/Contents/MacOS/CarbonComponentScannerXPC
  501 64649     1   0  9:36PM ??         0:00.95 /System/Library/CoreServices/iconservicesagent
  240 64650     1   0  9:36PM ??         0:00.05 /System/Library/CoreServices/iconservicesd
  501 64651     1   0  9:37PM ??         0:00.13 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
  501 64652     1   0  9:37PM ??         0:02.84 /usr/libexec/transparencyd
  501 64653     1   0  9:37PM ??         0:00.07 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
  501 64654     1   0  9:37PM ??         0:19.69 /System/Library/Frameworks/Contacts.framework/Support/contactsd
  501 64655     1   0  9:37PM ??         0:00.39 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/TrustedPeersHelper.xpc/Contents/MacOS/TrustedPeersHelper
    0 64656     1   0  9:37PM ??         0:00.24 /usr/libexec/mobileactivationd
  501 64658     1   0  9:37PM ??         0:00.26 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
  259 64659     1   0  9:37PM ??         0:00.04 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -st
    0 64662     1   0  9:37PM ??         0:02.52 /usr/sbin/spindump
  260 64664     1   0  9:37PM ??         0:00.30 /usr/libexec/nfcd
    0 64665     1   0  9:37PM ??         0:00.46 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
  501 64688     1   0  9:37PM ??         0:03.13 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
    0 64689     1   0  9:37PM ??         0:06.20 /usr/libexec/audioanalyticsd
  501 64690     1   0  9:37PM ??         0:00.07 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 64693     1   0  9:38PM ??         0:00.24 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501 64694     1   0  9:38PM ??         0:02.48 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget
  501 64727     1   0  9:40PM ??         0:01.21 /usr/libexec/linkd
  501 64744     1   0  9:40PM ??         0:01.35 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension
  501 64745     1   0  9:40PM ??         0:00.69 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
  501 64748     1   0  9:40PM ??         0:00.47 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/XPCServices/com.apple.Safari.SandboxBroker.xpc/Contents/MacOS/com.apple.Safari.SandboxBroker
  501 64749     1   0  9:40PM ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 64750     1   0  9:40PM ??         0:00.08 /System/Library/CoreServices/ScopedBookmarkAgent
  501 64751     1   0  9:40PM ??         0:01.63 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
  501 64752     1   0  9:40PM ??         0:00.28 /System/Library/Frameworks/QuickLookThumbnailing.framework/Versions/A/PlugIns/ThumbnailExtension_macOS.appex/Contents/MacOS/ThumbnailExtension_macOS -AppleLanguages ("en-DE", "de-DE", "ru-DE")
  501 64753     1   0  9:41PM ??         0:00.46 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
  501 64754     1   0  9:41PM ??         0:01.84 /usr/libexec/proactived
  501 64755     1   0  9:41PM ??         0:01.86 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
  501 64756     1   0  9:41PM ??         0:01.34 /System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
  501 64757     1   0  9:41PM ??         0:01.84 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
  501 64758     1   0  9:41PM ??         0:00.41 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
    0 64759     1   0  9:41PM ??         0:00.06 /usr/libexec/sandboxd
    0 64762     1   0  9:41PM ??         0:00.09 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectBridgeService.xpc/Contents/MacOS/XProtectBridgeService
  501 64772     1   0  9:41PM ??         0:00.38 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
    0 64773     1   0  9:41PM ??         0:01.36 /usr/libexec/biometrickitd --launchd
    0 64774     1   0  9:41PM ??         0:00.75 /usr/libexec/nehelper
  501 64775     1   0  9:41PM ??         0:00.58 /usr/libexec/neagent
    0 64776     1   0  9:41PM ??         0:00.21 /usr/libexec/securityd_system
    0 64828     1   0  9:43PM ??         0:00.03 /usr/libexec/smd
    0 64851     1   0  9:44PM ??         0:03.20 /usr/libexec/sysmond
  501 64888     1   0  9:47PM ??         0:10.83 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
  501 64903     1   0  9:48PM ??         0:00.06 /usr/libexec/keychainsharingmessagingd
    0 64946     1   0  9:50PM ??         0:00.04 /System/Library/PrivateFrameworks/AppleCredentialManager.framework/AppleCredentialManagerDaemon
    0 64947     1   0  9:50PM ??         0:00.03 /System/Library/CryptoTokenKit/com.apple.ifdreader.slotd/Contents/MacOS/com.apple.ifdreader
    0 64948     1   0  9:50PM ??         0:00.07 /usr/libexec/usbd
  278 64951     1   0  9:50PM ??         0:01.10 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  278 64952     1   0  9:50PM ??         0:00.10 /usr/libexec/secinitd
  278 64953     1   0  9:50PM ??         0:00.08 /usr/sbin/cfprefsd agent
  278 64954     1   0  9:50PM ??         0:00.22 /usr/libexec/trustd --agent
  278 64955     1   0  9:50PM ??         0:00.12 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
    0 65044     1   0  9:56PM ??         0:00.11 /usr/libexec/countryd
  501 65045     1   0  9:56PM ??         0:01.96 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
    0 65106     1   0 10:00PM ??         0:00.48 /usr/sbin/systemsoundserverd
    0 65107     1   0 10:00PM ??         0:00.05 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar -daemon
    0 65108     1   0 10:00PM ??         0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 65109     1   0 10:00PM ??         0:00.05 /System/Library/PrivateFrameworks/DistributedEvaluation.framework/Versions/A/XPCServices/com.apple.siri-distributed-evaluation.xpc/Contents/MacOS/com.apple.siri-distributed-evaluation
  501 65110     1   0 10:00PM ??         0:00.11 /usr/libexec/mlruntimed
    0 65115     1   0 10:00PM ??         0:00.22 /System/Library/CoreServices/backupd.bundle/Contents/Resources/backupd-helper -launchd
  501 65156     1   0 10:02PM ??         0:00.01 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad
  501 65157     1   0 10:02PM ??         0:00.37 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
  501 65164     1   0 10:02PM ??         0:03.68 /usr/libexec/naturallanguaged
  501 65191     1   0 10:04PM ??         0:08.15 /usr/libexec/siriknowledged
  501 65192     1   0 10:04PM ??         0:01.56 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
  501 65233     1   0 10:06PM ??         0:00.24 /usr/libexec/keyboardservicesd
  501 65373     1   0 10:14PM ??         0:02.81 /System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/QuickLookSatellite.xpc/Contents/MacOS/QuickLookSatellite
  501 65412     1   0 10:16PM ??         0:00.50 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
    0 65495     1   0 10:19PM ??         0:00.09 /usr/libexec/amfid
    0 65496     1   0 10:19PM ??         0:00.06 /usr/libexec/logd_helper
    0 65498     1   0 10:19PM ??         0:00.74 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
  501 65567     1   0 10:23PM ??         0:00.28 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  501 65568     1   0 10:23PM ??         0:00.03 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  501 65572     1   0 10:23PM ??         0:00.71 /System/Library/CoreServices/ReportCrash agent
  501 65576     1   0 10:23PM ??         0:01.10 /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
  501 65577     1   0 10:23PM ??         0:01.36 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  501 65578     1   0 10:23PM ??         0:03.73 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
    0 65584     1   0 10:24PM ??         0:00.28 /usr/libexec/findmydeviced
  501 65585     1   0 10:24PM ??         0:00.13 /usr/libexec/findmydevice-user-agent
  501 65615     1   0 10:24PM ??         0:01.03 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
  501 65646     1   0 10:26PM ??         0:00.14 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
  501 65648     1   0 10:26PM ??         0:00.01 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
    0 65649     1   0 10:26PM ??         0:00.04 /usr/libexec/colorsyncd
  501 65653     1   0 10:26PM ??         0:03.77 /System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper
    0 65706     1   0 10:26PM ??         0:00.20 /usr/libexec/symptomsd-diag
  501 65707     1   0 10:27PM ??         0:04.05 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
    0 65721     1   0 10:27PM ??         0:00.76 /usr/libexec/PowerUIAgent
    0 65722     1   0 10:27PM ??         0:00.03 /usr/libexec/colorsync.displayservices
    0 65723     1   0 10:27PM ??         0:00.01 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
    0 65724     1   0 10:27PM ??         0:00.18 /usr/libexec/wallpaperexportd
  501 65727     1   0 10:27PM ??         0:01.41 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
  501 65728     1   0 10:27PM ??         0:00.78 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
    0 65732     1   0 10:27PM ??         0:06.32 /usr/libexec/findmybeaconingd
  261 65733     1   0 10:28PM ??         0:00.47 /usr/libexec/hidd
  501 65734     1   0 10:28PM ??         0:00.22 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
  501 65736     1   0 10:28PM ??         0:00.91 /System/Library/PrivateFrameworks/People.framework/peopled
    0 65739     1   0 10:28PM ??         0:00.04 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
    0 65740     1   0 10:28PM ??         0:02.33 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
  501 65742     1   0 10:34PM ??         0:00.04 /System/Library/Frameworks/Security.framework/Versions/A/Resources/CloudKeychainProxy.bundle/Contents/MacOS/CloudKeychainProxy
  501 65743     1   0 10:34PM ??         0:00.09 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
    0 65744     1   0 10:34PM ??         0:00.03 /usr/libexec/rapportd --system
  501 65745     1   0 10:34PM ??         0:00.22 /usr/libexec/WiFiVelocityAgent
  501 65746     1   0 10:34PM ??         0:00.45 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
    0 65747     1   0 10:34PM ??         0:00.04 /System/Library/PrivateFrameworks/AccountPolicy.framework/XPCServices/com.apple.AccountPolicyHelper.xpc/Contents/MacOS/com.apple.AccountPolicyHelper
  501 65748     1   0 10:34PM ??         0:00.36 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
    0 65749     1   0 10:34PM ??         0:01.60 /usr/libexec/wifivelocityd
    0 65750     1   0 10:34PM ??         0:00.06 /System/Library/Frameworks/GSS.framework/Helpers/GSSCred
    0 65751     1   0 10:34PM ??         0:00.44 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
  501 65753     1   0 10:34PM ??         0:00.07 /usr/sbin/BTLEServerAgent
  501 65756     1   0 10:34PM ??         0:00.37 /System/Cryptexes/App/usr/libexec/AuthenticationServicesAgent
    0 65758     1   0 10:34PM ??         0:00.55 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
  501 65765     1   0 10:35PM ??         0:01.91 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
  501 65772     1   0 10:39PM ??         0:00.02 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
  501 65773     1   0 10:39PM ??         0:01.43 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
  501 65774     1   0 10:47PM ??         0:00.47 /System/Library/PrivateFrameworks/SkyLight.framework//Versions/A/Resources/AquaAppearanceHelper.app/Contents/MacOS/AquaAppearanceHelper
  501 65778     1   0 10:47PM ??         0:00.04 /System/Cryptexes/App/usr/libexec/webpushd --machServiceName com.apple.webkit.webpushd.service
  501 65780     1   0 10:48PM ??         0:01.20 /System/Library/CoreServices/OSDUIHelper.app/Contents/MacOS/OSDUIHelper
  501 65795     1   0 10:59PM ??         0:00.05 /System/Applications/Messages.app/Contents/PlugIns/MobileSMSSpotlightImporterCatalyst.appex/Contents/MacOS/MobileSMSSpotlightImporterCatalyst -AppleLanguages ("en-DE", "de-DE", "ru-DE")
  501 65828     1   0 11:14PM ??         2:01.62 /Applications/Notion.app/Contents/MacOS/Notion
  501 65830     1   0 11:14PM ??         0:00.02 /Applications/Notion.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/vladislavferafontov/Library/Application Support/Notion/Crashpad --url=https://www.notion.so/server/crash-report --annotation=_companyName=Notion --annotation=_productName=Notion --annotation=_version=3.2.1 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=28.2.0 --handshake-fd=27
    0 65831     1   0 11:14PM ??         0:00.11 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Resources/backgroundtaskmanagementd -daemon
  501 65832 65828   0 11:14PM ??        27:34.65 /Applications/Notion.app/Contents/Frameworks/Notion Helper (GPU).app/Contents/MacOS/Notion Helper (GPU) --type=gpu-process --user-data-dir=/Users/vladislavferafontov/Library/Application Support/Notion --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaAcAAAAAAABoBwAAAAAAAHgCAABOAAAAcAIAAAAAAAB4AgAAAAAAAIACAAAAAAAAiAIAAAAAAACQAgAAAAAAAJgCAAAAAAAAoAIAAAAAAACoAgAAAAAAALACAAAAAAAAuAIAAAAAAADAAgAAAAAAAMgCAAAAAAAA0AIAAAAAAADYAgAAAAAAAOACAAAAAAAA6AIAAAAAAADwAgAAAAAAAPgCAAAAAAAAAAMAAAAAAAAIAwAAAAAAABADAAAAAAAAGAMAAAAAAAAgAwAAAAAAACgDAAAAAAAAMAMAAAAAAAA4AwAAAAAAAEADAAAAAAAASAMAAAAAAABQAwAAAAAAAFgDAAAAAAAAYAMAAAAAAABoAwAAAAAAAHADAAAAAAAAeAMAAAAAAACAAwAAAAAAAIgDAAAAAAAAkAMAAAAAAACYAwAAAAAAAKADAAAAAAAAqAMAAAAAAACwAwAAAAAAALgDAAAAAAAAwAMAAAAAAADIAwAAAAAAANADAAAAAAAA2AMAAAAAAADgAwAAAAAAAOgDAAAAAAAA8AMAAAAAAAD4AwAAAAAAAAAEAAAAAAAACAQAAAAAAAAQBAAAAAAAABgEAAAAAAAAIAQAAAAAAAAoBAAAAAAAADAEAAAAAAAAOAQAAAAAAABABAAAAAAAAEgEAAAAAAAAUAQAAAAAAABYBAAAAAAAAGAEAAAAAAAAaAQAAAAAAABwBAAAAAAAAHgEAAAAAAAAgAQAAAAAAACIBAAAAAAAAJAEAAAAAAAAmAQAAAAAAACgBAAAAAAAAKgEAAAAAAAAsAQAAAAAAAC4BAAAAAAAAMAEAAAAAAAAyAQAAAAAAADQBAAAAAAAANgEAAAAAAAAEAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAEAAAAQAAAAAAAAAAAAAAACAAAAEAAAAAAAAAAAAAAAAwAAABAAAAAAAAAAAAAAAAYAAAAQAAAAAAAAAAAAAAAHAAAAEAAAAAAAAAAAAAAACAAAABAAAAAAAAAAAAAAAAkAAAAQAAAAAAAAAAAAAAALAAAAEAAAAAAAAAAAAAAADAAAABAAAAAAAAAAAAAAAA4AAAAQAAAAAAAAAAAAAAAPAAAAEAAAAAAAAAAAAAAAEAAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAABAAAAEAAAAAAAAAABAAAAAgAAABAAAAAAAAAAAQAAAAMAAAAQAAAAAAAAAAEAAAAGAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAAAQAAABAAAAAQAAAAAAAAAAQAAAAAAAAAEAAAAAAAAAAEAAAAAQAAABAAAAAAAAAABAAAAAIAAAAQAAAAAAAAAAQAAAADAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACQAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAAMAAAAEAAAAAAAAAAEAAAADgAAABAAAAAAAAAABAAAAA8AAAAQAAAAAAAAAAQAAAAQAAAAEAAAAAAAAAAHAAAAAAAAABAAAAAAAAAABwAAAAEAAAAQAAAAAAAAAAcAAAACAAAAEAAAAAAAAAAHAAAAAwAAABAAAAAAAAAABwAAAAYAAAAQAAAAAAAAAAcAAAAHAAAAEAAAAAAAAAAHAAAACAAAABAAAAAAAAAABwAAAAkAAAAQAAAAAAAAAAcAAAALAAAAEAAAAAAAAAAHAAAADAAAABAAAAAAAAAABwAAAA4AAAAQAAAAAAAAAAcAAAAPAAAAEAAAAAAAAAAHAAAAEAAAABAAAAAAAAAACAAAAAAAAAAQAAAAAAAAAAgAAAABAAAAEAAAAAAAAAAIAAAAAgAAABAAAAAAAAAACAAAAAMAAAAQAAAAAAAAAAgAAAAGAAAAEAAAAAAAAAAIAAAABwAAABAAAAAAAAAACAAAAAgAAAAQAAAAAAAAAAgAAAAJAAAAEAAAAAAAAAAIAAAACwAAABAAAAAAAAAACAAAAAwAAAAQAAAAAAAAAAgAAAAOAAAAEAAAAAAAAAAIAAAADwAAABAAAAAAAAAACAAAABAAAAAQAAAAAAAAAAoAAAAAAAAAEAAAAAAAAAAKAAAAAQAAABAAAAAAAAAACgAAAAIAAAAQAAAAAAAAAAoAAAADAAAAEAAAAAAAAAAKAAAABgAAABAAAAAAAAAACgAAAAcAAAAQAAAAAAAAAAoAAAAIAAAAEAAAAAAAAAAKAAAACQAAABAAAAAAAAAACgAAAAsAAAAQAAAAAAAAAAoAAAAMAAAAEAAAAAAAAAAKAAAADgAAABAAAAAAAAAACgAAAA8AAAAQAAAAAAAAAAoAAAAQAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,17370770168476382333,8442355362095528590,262144 --enable-features=kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=39
  501 65833 65828   0 11:14PM ??         0:12.24 /Applications/Notion.app/Contents/Frameworks/Notion Helper.app/Contents/MacOS/Notion Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/vladislavferafontov/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --shared-files --field-trial-handle=1718379636,r,17370770168476382333,8442355362095528590,262144 --enable-features=kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=39
  501 65835 65828   0 11:14PM ??         0:46.36 /Applications/Notion.app/Contents/Frameworks/Notion Helper.app/Contents/MacOS/Notion Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/vladislavferafontov/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --shared-files --field-trial-handle=1718379636,r,17370770168476382333,8442355362095528590,262144 --enable-features=kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version
  501 65837 65828   0 11:14PM ??         0:00.46 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/vladislavferafontov/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --no-sandbox --no-zygote --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1708701065632714 --launch-time-ticks=975817831827 --shared-files --field-trial-handle=1718379636,r,17370770168476382333,8442355362095528590,262144 --enable-features=kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version
  501 65838 65828   0 11:14PM ??         0:01.45 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/vladislavferafontov/Library/Application Support/Notion --standard-schemes=notion --secure-schemes=notion --cors-schemes=notion --fetch-schemes=notion --service-worker-schemes=notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1708701065632714 --launch-time-ticks=975817864019 --shared-files --field-trial-handle=1718379636,r,17370770168476382333,8442355362095528590,262144 --enable-features=kWebSQLAccess --disable-features=SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=73
